aded25,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,gen25tot,win25
54016,87,26,4,0,1,118,gen25zm
54017,107,85,5,2,1,200,gen25zm
54018,215,99,15,3,2,334,gen25zm
54019,128,65,12,2,1,208,gen25zm
54020,86,66,9,0,1,162,gen25zm
54021,94,76,11,4,0,185,gen25zm
54022,125,82,16,0,1,224,gen25zm
54023,164,109,12,2,3,290,gen25zm
54024,134,94,13,0,1,242,gen25zm
54025,167,99,26,0,1,293,gen25zm
54026,115,89,21,2,0,227,gen25zm
54027,170,86,13,1,6,276,gen25zm
54028,144,100,17,0,2,263,gen25zm
54029,175,133,20,1,1,330,gen25zm
54030,130,102,20,3,0,255,gen25zm
54031,199,165,25,4,1,394,gen25zm
54032,128,121,12,0,1,262,gen25zm
54033,215,122,27,2,2,368,gen25zm
54034,170,112,30,0,4,316,gen25zm
54035,273,172,27,1,0,473,gen25zm
54036,299,159,19,3,4,484,gen25zm
54037,314,75,16,1,1,407,gen25zm
54038,505,138,10,5,1,659,gen25zm
54039,543,109,11,1,3,667,gen25zm
54040,509,93,13,2,1,618,gen25zm
54041,478,90,8,2,3,581,gen25zm
54042,364,79,10,0,2,455,gen25zm
54043,456,102,17,3,1,579,gen25zm
54044,465,84,10,2,2,563,gen25zm
54045,479,113,19,2,2,615,gen25zm
54046,380,66,17,0,1,464,gen25zm
54047,465,83,18,1,2,569,gen25zm
54048,390,100,16,2,0,508,gen25zm
54049,408,92,19,2,0,521,gen25zm
54050,424,89,7,3,4,527,gen25zm
54051,435,117,19,1,1,573,gen25zm
54052,292,82,13,2,2,391,gen25zm
54053,354,72,12,1,2,441,gen25zm
54054,417,47,13,0,0,477,gen25zm
54055,331,76,15,1,3,426,gen25zm
54056,400,86,8,2,2,498,gen25zm
54057,336,117,18,4,5,480,gen25zm
54058,30,20,0,1,0,51,gen25zm
54059,0,0,0,0,0,0,Tie
54060,41,16,1,1,0,59,gen25zm
54061,112,52,12,1,2,179,gen25zm
54062,50,28,5,0,0,83,gen25zm
54063,29,2,1,0,0,32,gen25zm
54064,51,9,1,0,0,61,gen25zm
54065,0,0,0,0,0,0,Tie
55001,502,119,10,4,4,639,gen25zm
55002,352,80,6,1,1,440,gen25zm
55003,272,127,10,4,4,417,gen25zm
55004,22,7,0,2,1,32,gen25zm
55005,400,105,2,2,5,514,gen25zm
55006,318,61,6,3,3,391,gen25zm
55007,405,90,6,5,3,509,gen25zm
55008,350,138,14,0,2,504,gen25zm
55009,380,115,3,7,2,507,gen25zm
55010,392,122,5,2,2,523,gen25zm
55011,260,63,1,0,2,326,gen25zm
55012,358,109,5,4,2,478,gen25zm
55013,320,105,11,5,3,444,gen25zm
55014,312,68,5,1,0,386,gen25zm
55015,362,112,15,2,5,496,gen25zm
55016,301,166,8,2,2,479,gen25zm
55017,55,27,2,1,0,85,gen25zm
55018,14,11,1,0,0,26,gen25zm
55019,223,84,9,2,0,318,gen25zm
55020,141,103,11,2,1,258,gen25zm
55021,18,17,4,0,0,39,gen25zm
55022,55,40,3,0,2,100,gen25zm
55023,152,110,7,0,3,272,gen25zm
55024,169,117,7,2,5,300,gen25zm
55025,191,110,5,1,0,307,gen25zm
55026,159,114,13,1,1,288,gen25zm
55027,118,100,7,1,1,227,gen25zm
55028,105,115,6,1,0,227,gen25ac
55029,33,28,2,0,0,63,gen25zm
55030,197,116,7,1,1,322,gen25zm
55031,12,5,0,0,0,17,gen25zm
55032,114,67,7,1,2,191,gen25zm
55033,285,155,16,3,9,468,gen25zm
55034,99,43,3,0,0,145,gen25zm
55035,87,57,3,1,0,148,gen25zm
55036,256,121,9,2,0,388,gen25zm
55037,21,23,2,3,1,50,gen25ac
55038,38,40,7,2,2,89,gen25ac
55039,53,23,3,1,2,82,gen25zm
55040,118,126,7,0,2,253,gen25ac
55041,138,104,7,2,2,253,gen25zm
55042,117,100,7,4,2,230,gen25zm
55043,92,73,9,1,0,175,gen25zm
55044,200,122,13,4,2,341,gen25zm
55045,274,153,3,2,2,434,gen25zm
55046,118,67,2,2,0,189,gen25zm
55047,215,157,12,0,3,387,gen25zm
55048,228,177,10,3,5,423,gen25zm
55049,230,153,12,3,3,401,gen25zm
55050,215,123,7,1,2,348,gen25zm
55051,401,143,10,3,3,560,gen25zm
55052,306,156,8,1,2,473,gen25zm
55053,360,130,10,3,3,506,gen25zm
55054,72,22,1,0,0,95,gen25zm
55055,177,103,12,3,0,295,gen25zm
55056,293,143,9,5,3,453,gen25zm
55057,301,131,6,5,2,445,gen25zm
55058,0,0,1,0,0,1,gen25cs
55059,289,115,4,4,2,414,gen25zm
55060,274,83,7,0,1,365,gen25zm
55061,222,68,4,1,1,296,gen25zm
55062,157,65,3,3,1,229,gen25zm
55063,327,170,8,2,3,510,gen25zm
55064,248,177,9,2,3,439,gen25zm
55065,0,0,0,0,0,0,Tie
55066,8,2,0,0,0,10,gen25zm
56001,168,137,13,2,2,322,gen25zm
56002,143,128,14,1,2,288,gen25zm
56003,176,284,9,16,2,487,gen25ac
56004,282,114,17,3,2,418,gen25zm
56005,169,141,11,2,1,324,gen25zm
56006,162,138,5,3,2,310,gen25zm
56007,122,171,17,6,1,317,gen25ac
56008,377,132,11,3,2,525,gen25zm
56009,513,98,16,2,8,637,gen25zm
56010,380,90,12,4,0,486,gen25zm
56011,543,128,14,9,4,698,gen25zm
56012,653,90,19,0,2,764,gen25zm
56013,445,140,4,0,2,591,gen25zm
56014,519,85,3,0,1,608,gen25zm
56015,176,109,10,5,0,300,gen25zm
56016,351,100,19,1,2,473,gen25zm
56017,420,95,9,2,4,530,gen25zm
56018,47,2,0,0,0,49,gen25zm
56019,420,104,5,2,0,531,gen25zm
56020,557,92,7,2,4,662,gen25zm
56021,447,99,7,5,5,563,gen25zm
56022,358,83,7,1,5,454,gen25zm
56023,417,67,4,1,1,490,gen25zm
56024,570,117,10,3,4,704,gen25zm
56025,634,65,4,5,1,709,gen25zm
56026,391,120,9,5,0,525,gen25zm
56027,609,67,9,2,4,691,gen25zm
56028,448,102,8,7,5,570,gen25zm
56029,664,122,9,3,8,806,gen25zm
56030,474,102,8,1,2,587,gen25zm
56031,420,72,8,5,2,507,gen25zm
56032,578,114,9,0,5,706,gen25zm
56033,470,92,6,0,4,572,gen25zm
56034,258,93,3,6,3,363,gen25zm
56035,481,95,5,2,4,587,gen25zm
56036,510,104,9,0,2,625,gen25zm
56037,611,111,8,1,8,739,gen25zm
56038,555,71,10,1,3,640,gen25zm
56039,372,67,5,1,2,447,gen25zm
56040,411,90,4,4,7,516,gen25zm
56041,547,107,9,5,2,670,gen25zm
56042,465,123,11,4,1,604,gen25zm
56043,483,97,6,2,6,594,gen25zm
56044,525,124,10,0,5,664,gen25zm
56045,441,104,4,5,4,558,gen25zm
56046,544,89,10,0,3,646,gen25zm
56047,584,126,9,6,8,733,gen25zm
56048,642,124,3,5,8,782,gen25zm
56049,593,131,9,1,5,739,gen25zm
56050,683,137,7,2,4,833,gen25zm
56051,105,75,6,1,2,189,gen25zm
56052,162,80,9,4,1,256,gen25zm
56053,562,107,6,3,3,681,gen25zm
56054,306,42,4,1,1,354,gen25zm
56055,320,86,4,5,5,420,gen25zm
56056,629,143,13,4,7,796,gen25zm
56057,80,46,6,1,0,133,gen25zm
56058,706,128,14,1,3,852,gen25zm
56059,373,48,8,1,1,431,gen25zm
56060,304,64,4,1,0,373,gen25zm
56061,288,50,6,3,0,347,gen25zm
56062,330,148,5,2,2,487,gen25zm
56063,553,81,11,2,4,651,gen25zm
56064,333,99,10,1,3,446,gen25zm
56065,170,43,5,1,3,222,gen25zm
56066,139,45,3,4,1,192,gen25zm
56067,115,72,9,2,2,200,gen25zm
56068,168,42,4,0,0,214,gen25zm
56069,543,102,3,1,3,652,gen25zm
56070,93,3,2,0,0,98,gen25zm
57001,177,91,14,2,0,284,gen25zm
57002,167,119,8,4,3,301,gen25zm
57003,179,120,10,5,5,319,gen25zm
57004,172,128,18,10,2,330,gen25zm
57005,84,68,6,2,0,160,gen25zm
57006,125,90,4,1,4,224,gen25zm
57007,113,109,8,1,3,234,gen25zm
57008,672,84,16,6,3,781,gen25zm
57009,548,69,6,0,3,626,gen25zm
57010,807,156,18,1,4,986,gen25zm
57011,676,160,17,1,6,860,gen25zm
57012,128,80,3,1,0,212,gen25zm
57013,106,482,14,13,8,623,gen25ac
57014,143,192,11,3,13,362,gen25ac
57015,474,166,11,0,7,658,gen25zm
57016,649,100,15,0,7,771,gen25zm
57017,736,127,11,2,8,884,gen25zm
57018,283,84,8,0,3,378,gen25zm
57019,553,72,2,0,11,638,gen25zm
57020,638,111,11,3,4,767,gen25zm
57021,598,98,6,0,6,708,gen25zm
57022,707,122,10,0,6,845,gen25zm
57023,770,93,12,2,4,881,gen25zm
57024,409,48,4,2,0,463,gen25zm
57025,303,197,12,9,2,523,gen25zm
57026,403,109,11,4,2,529,gen25zm
57027,706,120,9,5,7,847,gen25zm
57028,553,209,15,12,9,798,gen25zm
57029,584,111,13,0,5,713,gen25zm
57030,561,308,27,5,5,906,gen25zm
57031,241,185,12,5,3,446,gen25zm
57032,588,130,10,6,8,742,gen25zm
57033,692,92,10,4,0,798,gen25zm
57034,708,79,4,2,3,796,gen25zm
57035,615,90,15,2,4,726,gen25zm
57036,726,123,10,2,2,863,gen25zm
57037,735,127,8,2,10,882,gen25zm
57038,546,63,3,0,6,618,gen25zm
57039,423,64,4,2,3,496,gen25zm
57040,418,58,5,1,1,483,gen25zm
57041,411,45,2,0,3,461,gen25zm
57042,366,54,8,0,3,431,gen25zm
57043,779,152,10,3,10,954,gen25zm
57044,647,92,11,2,5,757,gen25zm
57045,537,92,4,2,2,637,gen25zm
57046,635,109,4,0,3,751,gen25zm
57047,781,76,3,1,6,867,gen25zm
57048,785,106,9,0,4,904,gen25zm
57049,845,110,7,0,5,967,gen25zm
57050,671,115,10,2,3,801,gen25zm
57051,851,121,3,4,4,983,gen25zm
57052,621,66,8,1,1,697,gen25zm
57053,431,64,3,3,2,503,gen25zm
57054,567,61,7,0,4,639,gen25zm
57055,656,87,7,2,4,756,gen25zm
57056,668,87,8,1,2,766,gen25zm
57057,628,109,9,3,8,757,gen25zm
57058,572,58,4,1,6,641,gen25zm
57059,538,78,4,1,3,624,gen25zm
57060,847,151,13,2,6,1019,gen25zm
57061,704,151,11,1,5,872,gen25zm
57062,479,83,11,4,0,577,gen25zm
57063,607,114,14,2,6,743,gen25zm
57064,134,30,4,0,1,169,gen25zm
57065,128,39,4,1,1,173,gen25zm
57066,186,40,2,0,2,230,gen25zm
57067,53,12,1,1,0,67,gen25zm
57068,299,16,3,0,3,321,gen25zm
57069,110,10,3,2,1,126,gen25zm
57070,235,41,2,0,0,278,gen25zm
57071,134,318,6,8,6,472,gen25ac
57072,232,35,2,4,0,273,gen25zm
57073,712,121,11,3,3,850,gen25zm
57074,486,100,8,0,1,595,gen25zm
57075,27,4,0,0,0,31,gen25zm
57076,12,1,0,0,0,13,gen25zm
57077,0,0,0,0,0,0,Tie
57078,0,0,0,0,0,0,Tie
57079,0,0,0,0,0,0,Tie
57080,0,0,0,0,0,0,Tie
57081,0,0,0,0,0,0,Tie
58001,196,111,4,1,0,312,gen25zm
58002,175,125,3,2,1,306,gen25zm
58003,313,173,9,4,2,501,gen25zm
58004,173,121,6,3,1,304,gen25zm
58005,205,121,4,1,0,331,gen25zm
58006,167,129,8,1,3,308,gen25zm
58007,242,156,6,1,0,405,gen25zm
58008,265,123,8,0,2,398,gen25zm
58009,222,142,6,4,1,375,gen25zm
58010,206,121,1,0,2,330,gen25zm
58011,313,206,9,5,3,536,gen25zm
58012,219,161,6,0,1,387,gen25zm
58013,292,207,13,4,3,519,gen25zm
58014,264,136,3,2,2,407,gen25zm
58015,267,149,6,1,1,424,gen25zm
58016,216,134,9,4,1,364,gen25zm
58017,241,140,10,1,0,392,gen25zm
58018,259,168,10,4,4,445,gen25zm
58019,211,96,1,0,3,311,gen25zm
58020,159,74,3,3,0,239,gen25zm
58021,189,141,5,2,0,337,gen25zm
58022,61,48,0,0,0,109,gen25zm
58023,196,126,8,0,1,331,gen25zm
58024,10,4,0,0,0,14,gen25zm
58025,295,100,2,5,1,403,gen25zm
58026,241,119,3,3,1,367,gen25zm
58027,267,126,4,5,0,402,gen25zm
58028,298,206,7,2,3,516,gen25zm
58029,262,129,6,2,2,401,gen25zm
58030,149,102,3,3,0,257,gen25zm
58031,168,129,6,1,0,304,gen25zm
58032,256,157,10,3,0,426,gen25zm
58033,237,139,14,1,6,397,gen25zm
58034,306,129,8,3,0,446,gen25zm
58035,346,184,6,5,3,544,gen25zm
58036,248,113,1,2,2,366,gen25zm
58037,352,130,12,0,3,497,gen25zm
58038,235,111,14,0,2,362,gen25zm
58039,252,122,10,1,1,386,gen25zm
58040,347,126,13,3,1,490,gen25zm
58041,306,123,7,0,1,437,gen25zm
58042,291,148,12,4,7,462,gen25zm
58043,246,116,7,1,5,375,gen25zm
58044,289,133,7,3,3,435,gen25zm
58045,244,104,7,0,2,357,gen25zm
58046,116,76,1,0,2,195,gen25zm
58047,28,19,4,0,0,51,gen25zm
58048,113,92,10,2,1,218,gen25zm
58049,185,112,6,1,2,306,gen25zm
58050,183,119,9,1,0,312,gen25zm
58051,211,144,4,2,0,361,gen25zm
58052,249,146,6,1,2,404,gen25zm
58053,316,257,26,9,3,611,gen25zm
58054,92,45,4,0,0,141,gen25zm
58055,157,103,12,2,3,277,gen25zm
58056,180,126,10,1,3,320,gen25zm
58057,304,165,17,3,1,490,gen25zm
58058,345,205,13,2,2,567,gen25zm
58059,322,182,13,3,3,523,gen25zm
58060,332,186,16,1,0,535,gen25zm
58061,233,127,7,0,3,370,gen25zm
58062,274,170,19,3,3,469,gen25zm
58063,267,159,11,2,0,439,gen25zm
58064,124,60,3,0,1,188,gen25zm
58065,0,0,0,0,0,0,Tie
58066,0,0,0,0,0,0,Tie
58067,0,0,0,0,0,0,Tie
59001,120,101,8,2,0,231,gen25zm
59002,210,153,14,0,0,377,gen25zm
59003,314,177,20,1,2,514,gen25zm
59004,302,213,21,1,1,538,gen25zm
59005,290,186,17,2,1,496,gen25zm
59006,279,187,10,2,0,478,gen25zm
59007,354,171,15,2,1,543,gen25zm
59008,257,162,10,1,3,433,gen25zm
59009,308,164,9,1,3,485,gen25zm
59010,296,157,28,5,2,488,gen25zm
59011,269,160,16,0,1,446,gen25zm
59012,275,138,13,1,1,428,gen25zm
