aded25,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,gen25tot,win25
23015,127,252,116,1,4,500,gen25ac
23016,101,156,76,2,2,337,gen25ac
23017,62,318,209,2,3,594,gen25ac
23018,320,239,69,4,1,633,gen25zm
23019,45,25,4,0,2,76,gen25zm
23020,128,68,11,2,2,211,gen25zm
23021,111,239,16,2,5,373,gen25ac
23022,87,65,9,0,0,161,gen25zm
23023,70,197,29,6,4,306,gen25ac
23024,115,97,14,2,1,229,gen25zm
23025,156,384,27,6,3,576,gen25ac
23026,99,198,19,6,4,326,gen25ac
23027,56,680,15,3,3,757,gen25ac
23028,145,364,24,0,2,535,gen25ac
23029,9,839,12,2,0,862,gen25ac
23030,87,603,26,2,1,719,gen25ac
23031,198,452,27,2,0,679,gen25ac
23032,212,573,39,4,2,830,gen25ac
23033,91,606,266,0,0,963,gen25ac
23034,85,479,291,0,0,855,gen25ac
23035,64,500,261,0,0,825,gen25ac
23036,127,483,267,0,2,879,gen25ac
23037,171,389,287,1,4,852,gen25ac
23038,91,390,220,0,2,703,gen25ac
23039,24,16,3,0,0,43,gen25zm
23040,199,142,48,0,3,392,gen25zm
23041,165,243,111,0,1,520,gen25ac
23042,145,156,62,0,3,366,gen25ac
23043,12,7,0,0,0,19,gen25zm
23044,197,526,219,0,6,948,gen25ac
23045,95,333,159,1,1,589,gen25ac
23046,371,318,100,0,4,793,gen25zm
23047,164,238,135,1,3,541,gen25ac
23048,186,297,157,0,1,641,gen25ac
23049,242,313,128,0,1,684,gen25ac
23050,151,117,44,0,0,312,gen25zm
23051,185,147,51,1,4,388,gen25zm
23052,149,77,23,0,1,250,gen25zm
23053,493,136,36,1,1,667,gen25zm
23054,428,139,44,0,0,611,gen25zm
23055,128,64,23,0,1,216,gen25zm
23056,116,83,24,1,1,225,gen25zm
23057,157,96,45,2,0,300,gen25zm
23058,58,226,163,1,1,449,gen25ac
23059,27,254,113,0,0,394,gen25ac
23060,151,200,126,1,2,480,gen25ac
23061,0,0,0,0,0,0,Tie
23062,218,179,56,0,2,455,gen25zm
23063,146,116,21,1,2,286,gen25zm
23064,65,48,8,0,1,122,gen25zm
23065,206,128,17,2,4,357,gen25zm
23066,155,191,6,5,5,362,gen25ac
23067,0,0,0,0,0,0,Tie
23068,0,0,0,0,0,0,Tie
23069,0,0,0,0,0,0,Tie
23070,0,0,0,0,0,0,Tie
23071,0,0,0,0,0,0,Tie
23072,0,0,0,0,0,0,Tie
23073,0,0,0,0,0,0,Tie
23074,0,0,0,0,0,0,Tie
24001,95,40,16,0,1,152,gen25zm
24002,114,87,16,0,3,220,gen25zm
24003,289,153,43,0,7,492,gen25zm
24004,211,114,32,1,0,358,gen25zm
24005,167,136,19,1,0,323,gen25zm
24006,262,148,43,1,2,456,gen25zm
24007,194,110,38,2,1,345,gen25zm
24008,244,114,36,0,1,395,gen25zm
24009,164,99,13,0,0,276,gen25zm
24010,243,138,27,2,2,412,gen25zm
24011,207,114,20,1,2,344,gen25zm
24012,223,91,19,1,2,336,gen25zm
24013,290,158,26,1,2,477,gen25zm
24014,249,160,49,1,1,460,gen25zm
24015,229,148,29,0,1,407,gen25zm
24016,125,84,13,1,0,223,gen25zm
24017,20,0,0,0,0,20,gen25zm
24018,171,86,37,1,0,295,gen25zm
24019,252,127,41,1,1,422,gen25zm
24020,69,57,5,0,1,132,gen25zm
24021,147,194,53,2,1,397,gen25ac
24022,19,47,10,0,0,76,gen25ac
24023,166,111,13,0,1,291,gen25zm
24024,149,198,26,1,6,380,gen25ac
24025,78,72,24,0,0,174,gen25zm
24026,169,100,31,0,2,302,gen25zm
24027,246,62,8,0,0,316,gen25zm
24028,153,130,29,2,0,314,gen25zm
24029,263,149,41,0,0,453,gen25zm
24030,211,180,29,2,2,424,gen25zm
24031,286,240,56,2,2,586,gen25zm
24032,251,139,26,3,0,419,gen25zm
24033,7,27,3,0,0,37,gen25ac
24034,20,8,1,0,0,29,gen25zm
24035,152,71,10,0,0,233,gen25zm
24036,349,175,26,1,4,555,gen25zm
24037,208,54,15,1,1,279,gen25zm
24038,499,232,38,4,5,778,gen25zm
24039,252,224,45,0,2,523,gen25zm
24040,225,108,21,0,2,356,gen25zm
24041,69,18,8,0,0,95,gen25zm
24042,324,83,10,1,0,418,gen25zm
24043,445,148,58,0,2,653,gen25zm
24044,347,39,8,1,0,395,gen25zm
24045,73,45,4,0,0,122,gen25zm
24046,418,190,42,3,2,655,gen25zm
24047,338,220,34,2,5,599,gen25zm
24048,309,223,30,3,2,567,gen25zm
24049,90,941,46,0,1,1078,gen25ac
24050,22,279,21,0,0,322,gen25ac
24051,318,440,51,2,4,815,gen25ac
24052,377,347,37,3,1,765,gen25zm
24053,353,326,28,9,5,721,gen25zm
24054,65,37,8,1,0,111,gen25zm
24055,220,154,18,1,0,393,gen25zm
24056,264,275,74,0,7,620,gen25ac
24057,238,176,69,2,1,486,gen25zm
24058,172,543,60,0,3,778,gen25ac
24059,137,465,62,0,4,668,gen25ac
24060,238,610,123,2,6,979,gen25ac
24061,250,446,105,1,3,805,gen25ac
24062,185,549,119,1,7,861,gen25ac
24063,101,208,69,1,2,381,gen25ac
24064,180,381,119,1,2,683,gen25ac
24065,624,157,26,0,1,808,gen25zm
24066,0,0,0,0,0,0,Tie
25001,393,353,56,2,8,812,gen25zm
25002,340,323,52,3,6,724,gen25zm
25003,52,134,12,1,1,200,gen25ac
25004,161,133,34,3,4,335,gen25zm
25005,355,331,64,0,7,757,gen25zm
25006,212,283,44,1,3,543,gen25ac
25007,31,57,7,1,0,96,gen25ac
25008,20,22,6,0,0,48,gen25ac
25009,179,412,37,1,4,633,gen25ac
25010,47,65,15,0,0,127,gen25ac
25011,105,485,34,0,1,625,gen25ac
25012,192,652,58,0,3,905,gen25ac
25013,196,519,55,2,5,777,gen25ac
25014,164,453,41,3,4,665,gen25ac
25015,129,318,46,0,3,496,gen25ac
25016,123,466,36,1,3,629,gen25ac
25017,163,515,59,2,2,741,gen25ac
25018,300,344,62,2,4,712,gen25ac
25019,361,271,54,0,1,687,gen25zm
25020,335,232,54,0,6,627,gen25zm
25021,220,220,52,4,1,497,Tie
25022,195,258,64,1,6,524,gen25ac
25023,118,219,29,1,3,370,gen25ac
25024,128,241,58,0,3,430,gen25ac
25025,220,375,107,0,7,709,gen25ac
25026,179,408,103,1,3,694,gen25ac
25027,211,344,72,2,3,632,gen25ac
25028,206,240,64,2,4,516,gen25ac
25029,204,396,65,0,5,670,gen25ac
25030,156,340,65,1,0,562,gen25ac
25031,186,322,70,1,5,584,gen25ac
25032,140,307,53,2,3,505,gen25ac
25033,166,389,136,1,2,694,gen25ac
25034,174,383,69,4,5,635,gen25ac
25035,188,245,61,3,2,499,gen25ac
25036,154,233,98,1,1,487,gen25ac
25037,147,206,36,0,1,390,gen25ac
25038,122,231,42,1,2,398,gen25ac
25039,148,220,49,1,5,423,gen25ac
25040,185,209,63,0,2,459,gen25ac
25041,120,151,37,2,2,312,gen25ac
25042,218,198,46,0,5,467,gen25zm
25043,157,236,64,4,1,462,gen25ac
25044,206,222,42,0,7,477,gen25ac
25045,174,247,51,3,3,478,gen25ac
25046,146,162,36,1,3,348,gen25ac
25047,94,115,27,1,5,242,gen25ac
25048,0,0,0,0,0,0,Tie
25049,0,0,0,0,0,0,Tie
26001,155,93,32,0,0,280,gen25zm
26002,72,44,8,1,1,126,gen25zm
26003,96,47,13,0,0,156,gen25zm
26004,141,118,35,0,0,294,gen25zm
26005,7,6,4,1,0,18,gen25zm
26006,180,268,53,1,3,505,gen25ac
26007,266,330,98,1,6,701,gen25ac
26008,224,470,111,1,4,810,gen25ac
26009,109,59,15,1,1,185,gen25zm
26010,83,783,37,3,7,913,gen25ac
26011,52,458,23,0,0,533,gen25ac
26012,261,482,136,5,3,887,gen25ac
26013,102,125,59,0,0,286,gen25ac
26014,107,94,31,2,1,235,gen25zm
26015,154,124,35,0,0,313,gen25zm
26016,204,497,80,1,3,785,gen25ac
26017,219,534,124,0,4,881,gen25ac
26018,171,253,62,1,4,491,gen25ac
26019,82,190,44,1,1,318,gen25ac
26020,251,508,140,1,6,906,gen25ac
26021,182,533,117,1,2,835,gen25ac
26022,220,564,105,2,8,899,gen25ac
26023,242,386,110,3,2,743,gen25ac
26024,275,523,110,0,4,912,gen25ac
26025,149,328,74,0,0,551,gen25ac
26026,155,432,58,0,7,652,gen25ac
26027,38,80,13,0,1,132,gen25ac
26028,186,336,84,0,1,607,gen25ac
26029,108,257,60,1,3,429,gen25ac
26030,2,8,1,0,0,11,gen25ac
26031,211,393,90,3,6,703,gen25ac
26032,256,308,97,2,3,666,gen25ac
26033,260,404,138,0,5,807,gen25ac
26034,237,487,129,0,8,861,gen25ac
26035,155,273,80,4,6,518,gen25ac
26036,204,423,131,0,2,760,gen25ac
26037,140,373,77,0,2,592,gen25ac
26038,189,605,135,1,4,934,gen25ac
26039,101,289,72,2,3,467,gen25ac
26040,110,282,51,0,0,443,gen25ac
26041,198,576,95,1,7,877,gen25ac
26042,164,414,98,0,3,679,gen25ac
26043,196,511,112,3,3,825,gen25ac
26044,149,461,110,0,1,721,gen25ac
26045,158,605,167,2,5,937,gen25ac
26046,95,387,123,1,3,609,gen25ac
26047,178,314,106,1,1,600,gen25ac
26048,170,388,124,1,4,687,gen25ac
26049,121,353,130,1,5,610,gen25ac
26050,138,563,180,0,8,889,gen25ac
26051,90,194,67,0,4,355,gen25ac
26052,145,377,75,0,5,602,gen25ac
26053,169,342,112,3,5,631,gen25ac
26054,227,406,122,4,2,761,gen25ac
26055,244,438,168,2,6,858,gen25ac
26056,205,421,112,3,0,741,gen25ac
26057,238,354,109,3,10,714,gen25ac
26058,69,84,25,0,2,180,gen25ac
26059,226,393,108,2,2,731,gen25ac
26060,194,270,76,1,2,543,gen25ac
26061,248,283,114,3,7,655,gen25ac
26062,0,0,0,0,0,0,Tie
26063,0,0,0,0,0,0,Tie
26064,0,0,0,0,0,0,Tie
26065,0,0,0,0,0,0,Tie
27001,77,135,80,0,3,295,gen25ac
27002,411,240,54,3,4,712,gen25zm
27003,382,448,40,6,10,886,gen25ac
27004,192,194,23,0,2,411,gen25ac
27005,152,251,15,0,3,421,gen25ac
27006,78,116,9,0,0,203,gen25ac
27007,38,200,6,0,2,246,gen25ac
27008,121,135,18,1,1,276,gen25ac
27009,119,320,43,2,3,487,gen25ac
27010,132,89,18,3,3,245,gen25zm
27011,103,98,12,0,1,214,gen25zm
27012,231,360,45,2,3,641,gen25ac
27013,213,262,54,4,4,537,gen25ac
27014,235,363,76,1,2,677,gen25ac
27015,246,395,75,9,3,728,gen25ac
27016,123,182,37,1,1,344,gen25ac
27017,217,171,53,2,2,445,gen25zm
27018,86,127,20,3,3,239,gen25ac
27019,228,289,55,0,6,578,gen25ac
27020,101,436,31,0,1,569,gen25ac
27021,145,463,68,1,3,680,gen25ac
27022,217,423,69,0,5,714,gen25ac
27023,121,594,43,1,3,762,gen25ac
27024,82,517,24,3,1,627,gen25ac
27025,110,762,41,2,2,917,gen25ac
27026,108,51,5,0,3,167,gen25zm
27027,27,1040,26,2,3,1098,gen25ac
27028,190,433,58,3,5,689,gen25ac
27029,49,788,35,3,4,879,gen25ac
27030,94,332,33,0,0,459,gen25ac
27031,5,69,2,0,0,76,gen25ac
27032,199,275,96,2,5,577,gen25ac
27033,214,232,85,2,2,535,gen25ac
27034,185,207,90,2,1,485,gen25ac
27035,212,213,94,1,3,523,gen25ac
27036,185,285,132,1,7,610,gen25ac
27037,169,275,97,0,2,543,gen25ac
27038,170,255,114,0,2,541,gen25ac
27039,130,373,123,0,0,626,gen25ac
27040,279,480,35,5,1,800,gen25ac
27041,50,183,60,0,1,294,gen25ac
27042,108,641,272,0,2,1023,gen25ac
27043,153,411,193,0,4,761,gen25ac
27044,120,474,153,0,4,751,gen25ac
27045,94,528,180,1,3,806,gen25ac
27046,12,115,37,0,0,164,gen25ac
27047,123,125,23,2,4,277,gen25ac
27048,176,362,134,1,4,677,gen25ac
27049,151,367,135,1,3,657,gen25ac
27050,132,297,136,0,1,566,gen25ac
27051,129,357,138,1,1,626,gen25ac
27052,0,0,0,0,0,0,Tie
27053,0,0,0,0,0,0,Tie
27054,0,0,0,0,0,0,Tie
27055,0,0,0,0,0,0,Tie
27056,0,0,0,0,0,0,Tie
27057,0,0,0,0,0,0,Tie
27058,0,0,0,0,0,0,Tie
27059,0,0,0,0,0,0,Tie
27060,0,0,0,0,0,0,Tie
27061,0,0,0,0,0,0,Tie
27062,0,0,0,0,0,0,Tie
27063,0,0,0,0,0,0,Tie
27064,0,0,0,0,0,0,Tie
27065,0,0,0,0,0,0,Tie
27066,0,0,0,0,0,0,Tie
27067,0,0,0,0,0,0,Tie
27068,0,0,0,0,0,0,Tie
28001,146,76,16,0,0,238,gen25zm
28002,439,374,71,1,9,894,gen25zm
28003,373,339,59,3,7,781,gen25zm
28004,415,336,48,2,4,805,gen25zm
28005,50,59,16,0,0,125,gen25ac
28006,79,171,14,0,1,265,gen25ac
28007,315,415,54,1,4,789,gen25ac
28008,368,318,59,1,2,748,gen25zm
28009,383,348,73,1,1,806,gen25zm
28010,67,222,94,1,1,385,gen25ac
28011,134,261,93,1,4,493,gen25ac
28012,134,417,172,2,2,727,gen25ac
28013,111,169,110,1,2,393,gen25ac
28014,173,286,140,4,1,604,gen25ac
28015,141,285,172,0,3,601,gen25ac
28016,2,5,1,0,0,8,gen25ac
28017,4,19,4,0,0,27,gen25ac
28018,52,72,8,1,0,133,gen25ac
28019,246,129,63,0,1,439,gen25zm
28020,435,206,82,0,1,724,gen25zm
28021,79,74,55,0,1,209,gen25zm
28022,144,421,239,2,1,807,gen25ac
28023,86,312,186,0,3,587,gen25ac
28024,173,519,235,0,2,929,gen25ac
28025,191,582,277,0,6,1056,gen25ac
28026,164,377,162,2,1,706,gen25ac
28027,106,233,92,1,1,433,gen25ac
28028,144,210,33,2,0,389,gen25ac
28029,292,417,60,2,4,775,gen25ac
28030,392,607,65,2,12,1078,gen25ac
28031,431,345,44,1,4,825,gen25zm
28032,474,349,61,1,6,891,gen25zm
28033,283,228,38,1,3,553,gen25zm
28034,296,301,48,1,3,649,gen25ac
28035,433,590,69,3,8,1103,gen25ac
28036,106,138,8,0,4,256,gen25ac
28037,323,518,38,2,10,891,gen25ac
28038,304,384,35,0,4,727,gen25ac
28039,312,427,50,1,6,796,gen25ac
28040,283,549,47,3,4,886,gen25ac
28041,112,155,27,0,1,295,gen25ac
28042,27,111,4,1,1,144,gen25ac
28043,211,609,51,1,3,875,gen25ac
28044,153,490,47,2,4,696,gen25ac
28045,306,279,66,1,3,655,gen25zm
28046,255,289,36,3,3,586,gen25ac
28047,209,292,44,1,5,551,gen25ac
28048,196,307,26,0,2,531,gen25ac
28049,169,266,32,0,1,468,gen25ac
28050,325,377,41,0,3,746,gen25ac
28051,352,333,40,0,4,729,gen25zm
28052,204,338,43,2,5,592,gen25ac
28053,430,444,61,6,5,946,gen25ac
28054,288,487,61,1,5,842,gen25ac
28055,287,448,60,2,4,801,gen25ac
28056,254,270,51,0,4,579,gen25ac
28057,259,297,63,0,6,625,gen25ac
28058,279,427,81,0,5,792,gen25ac
28059,165,325,59,1,1,551,gen25ac
28060,188,410,45,2,2,647,gen25ac
28061,98,341,175,0,3,617,gen25ac
28062,308,488,59,1,7,863,gen25ac
28063,1,2,0,0,0,3,gen25ac
28064,25,74,7,0,3,109,gen25ac
28065,106,136,59,1,3,305,gen25ac
28066,124,285,123,0,2,534,gen25ac
28067,36,67,22,1,0,126,gen25ac
28068,46,80,43,1,0,170,gen25ac
28069,67,100,10,0,2,179,gen25ac
28070,2,2,1,0,0,5,Tie
28071,42,58,3,1,0,104,gen25ac
28072,237,242,46,3,7,535,gen25ac
28073,0,0,0,0,0,0,Tie
28074,0,0,0,0,0,0,Tie
28075,0,0,0,0,0,0,Tie
29001,304,210,12,1,4,531,gen25zm
29002,270,180,9,2,0,461,gen25zm
29003,225,175,10,4,1,415,gen25zm
29004,288,204,17,2,5,516,gen25zm
29005,330,195,29,1,0,555,gen25zm
29006,292,189,29,0,1,511,gen25zm
29007,205,147,18,4,3,377,gen25zm
29008,220,145,15,3,0,383,gen25zm
29009,209,131,4,1,0,345,gen25zm
29010,425,273,17,5,4,724,gen25zm
29011,347,283,16,5,2,653,gen25zm
29012,322,249,9,4,4,588,gen25zm
29013,325,275,11,2,4,617,gen25zm
29014,317,207,16,6,3,549,gen25zm
29015,37,27,1,2,0,67,gen25zm
29016,64,46,3,1,0,114,gen25zm
29017,162,165,12,2,0,341,gen25ac
29018,320,242,9,6,0,577,gen25zm
29019,377,218,16,4,6,621,gen25zm
29020,192,152,6,1,1,352,gen25zm
29021,292,189,12,4,3,500,gen25zm
29022,261,160,13,2,6,442,gen25zm
29023,372,260,13,7,4,656,gen25zm
29024,32,24,2,0,2,60,gen25zm
29025,224,177,10,4,2,417,gen25zm
29026,63,45,3,0,0,111,gen25zm
29027,329,205,12,3,1,550,gen25zm
29028,301,240,6,3,4,554,gen25zm
29029,208,153,12,3,1,377,gen25zm
29030,180,153,12,1,3,349,gen25zm
29031,196,142,10,4,1,353,gen25zm
29032,151,119,6,4,0,280,gen25zm
29033,149,123,9,1,2,284,gen25zm
29034,340,211,16,1,3,571,gen25zm
29035,232,172,8,5,4,421,gen25zm
29036,284,193,14,5,4,500,gen25zm
29037,253,180,7,0,1,441,gen25zm
29038,235,190,7,1,3,436,gen25zm
29039,357,148,13,8,2,528,gen25zm
29040,274,182,8,6,4,474,gen25zm
29041,331,135,17,0,4,487,gen25zm
29042,53,22,2,0,0,77,gen25zm
29043,413,125,29,1,5,573,gen25zm
29044,414,107,16,1,1,539,gen25zm
29045,455,157,23,1,5,641,gen25zm
29046,202,60,12,1,2,277,gen25zm
29047,174,62,14,1,2,253,gen25zm
29048,398,149,17,0,0,564,gen25zm
29049,24,7,0,0,0,31,gen25zm
29050,450,247,37,3,4,741,gen25zm
29051,181,44,7,0,1,233,gen25zm
29052,247,60,5,0,1,313,gen25zm
29053,122,18,4,0,0,144,gen25zm
29054,270,154,13,2,4,443,gen25zm
29055,271,114,13,0,1,399,gen25zm
29056,225,180,16,5,1,427,gen25zm
29057,172,81,7,1,0,261,gen25zm
29058,439,186,22,1,3,651,gen25zm
29059,187,78,15,1,0,281,gen25zm
29060,345,188,31,3,1,568,gen25zm
29061,17,9,1,0,0,27,gen25zm
29062,0,0,0,0,0,0,Tie
29063,303,69,22,0,0,394,gen25zm
29064,29,22,0,0,0,51,gen25zm
29065,253,94,18,1,4,370,gen25zm
29066,205,174,13,6,3,401,gen25zm
30001,156,291,125,0,3,575,gen25ac
30002,48,44,12,0,1,105,gen25zm
30003,105,42,7,0,1,155,gen25zm
30004,251,112,37,2,0,402,gen25zm
30005,164,269,145,0,3,581,gen25ac
30006,180,210,93,0,4,487,gen25ac
30007,117,136,70,1,4,328,gen25ac
30008,221,334,110,0,3,668,gen25ac
30009,147,184,66,2,2,401,gen25ac
30010,187,365,139,1,1,693,gen25ac
30011,214,195,56,0,3,468,gen25zm
30012,125,103,22,0,1,251,gen25zm
30013,430,367,89,2,5,893,gen25zm
30014,46,30,4,0,1,81,gen25zm
30015,259,86,36,2,2,385,gen25zm
30016,311,240,72,0,1,624,gen25zm
30017,63,102,27,0,0,192,gen25ac
30018,115,22,8,0,1,146,gen25zm
30019,307,104,23,0,3,437,gen25zm
30020,225,125,27,0,2,379,gen25zm
30021,414,253,57,1,5,730,gen25zm
30022,482,202,57,0,4,745,gen25zm
30023,312,161,47,1,3,524,gen25zm
30024,307,169,51,2,0,529,gen25zm
30025,440,186,30,0,1,657,gen25zm
30026,4,8,0,0,0,12,gen25ac
30027,205,263,69,0,4,541,gen25ac
30028,92,78,33,0,0,203,gen25zm
30029,10,6,0,0,0,16,gen25zm
30030,293,324,77,1,4,699,gen25ac
30031,267,250,81,1,1,600,gen25zm
30032,22,35,9,0,1,67,gen25ac
30033,235,154,54,0,5,448,gen25zm
30034,95,136,41,1,1,274,gen25ac
30035,313,268,45,0,3,629,gen25zm
30036,298,298,71,1,6,674,Tie
30037,252,141,38,0,1,432,gen25zm
30038,279,169,43,1,2,494,gen25zm
30039,252,172,47,0,2,473,gen25zm
30040,255,116,25,3,1,400,gen25zm
30041,335,184,47,2,1,569,gen25zm
30042,401,76,10,0,1,488,gen25zm
30043,188,78,18,1,0,285,gen25zm
30044,66,28,8,0,0,102,gen25zm
30045,414,131,23,2,3,573,gen25zm
30046,412,143,31,1,2,589,gen25zm
30047,304,147,22,0,3,476,gen25zm
30048,185,101,24,2,3,315,gen25zm
30049,421,171,53,2,5,652,gen25zm
30050,300,166,33,2,2,503,gen25zm
30051,348,158,36,1,1,544,gen25zm
30052,220,99,30,0,3,352,gen25zm
30053,215,124,32,0,2,373,gen25zm
30054,174,91,23,2,0,290,gen25zm
30055,285,140,38,0,3,466,gen25zm
30056,279,174,57,2,4,516,gen25zm
30057,0,0,0,0,0,0,Tie
30058,0,0,0,0,0,0,Tie
30059,0,0,0,0,0,0,Tie
31001,291,161,23,4,4,483,gen25zm
31002,196,131,20,5,1,353,gen25zm
31003,179,104,13,2,1,299,gen25zm
31004,181,165,17,3,1,367,gen25zm
31005,204,116,14,0,0,334,gen25zm
31006,139,117,14,2,1,273,gen25zm
31007,146,75,15,2,3,241,gen25zm
31008,247,166,22,2,1,438,gen25zm
31009,133,86,12,0,2,233,gen25zm
31010,152,111,6,0,2,271,gen25zm
31011,181,111,14,1,2,309,gen25zm
31012,232,173,12,1,1,419,gen25zm
31013,86,48,11,2,1,148,gen25zm
31014,85,56,15,2,0,158,gen25zm
31015,336,187,28,2,4,557,gen25zm
31016,127,78,49,1,3,258,gen25zm
31017,4,3,1,0,0,8,gen25zm
31018,84,57,9,1,1,152,gen25zm
31019,10,1,2,0,0,13,gen25zm
31020,327,191,35,3,1,557,gen25zm
31021,268,206,42,1,1,518,gen25zm
31022,220,142,10,0,1,373,gen25zm
31023,253,150,11,2,1,417,gen25zm
31024,80,39,14,1,1,135,gen25zm
31025,273,168,12,4,2,459,gen25zm
31026,261,158,11,3,4,437,gen25zm
31027,305,175,14,3,1,498,gen25zm
31028,224,166,8,2,2,402,gen25zm
31029,237,129,9,1,3,379,gen25zm
31030,137,98,2,2,0,239,gen25zm
31031,148,116,9,4,4,281,gen25zm
31032,258,202,12,2,3,477,gen25zm
31033,114,50,10,1,0,175,gen25zm
31034,232,178,14,1,4,429,gen25zm
31035,201,111,7,0,2,321,gen25zm
31036,49,43,4,1,1,98,gen25zm
31037,225,180,17,0,4,426,gen25zm
31038,164,91,14,2,1,272,gen25zm
31039,119,100,15,2,1,237,gen25zm
31040,275,211,68,0,3,557,gen25zm
31041,237,126,19,3,2,387,gen25zm
31042,82,66,17,0,0,165,gen25zm
31043,213,150,30,0,1,394,gen25zm
31044,167,133,36,1,1,338,gen25zm
31045,241,145,27,0,5,418,gen25zm
31046,219,123,15,3,0,360,gen25zm
31047,89,51,21,1,1,163,gen25zm
31048,113,66,21,1,1,202,gen25zm
31049,32,21,5,0,1,59,gen25zm
31050,183,153,22,0,0,358,gen25zm
31051,209,124,38,0,0,371,gen25zm
31052,189,108,30,1,0,328,gen25zm
31053,164,114,19,0,1,298,gen25zm
31054,232,158,12,4,1,407,gen25zm
31055,175,188,20,2,1,386,gen25ac
31056,223,134,21,1,1,380,gen25zm
31057,239,198,80,2,1,520,gen25zm
31058,0,0,0,0,0,0,Tie
31059,0,0,0,0,0,0,Tie
31060,0,0,0,0,0,0,Tie
31061,0,0,0,0,0,0,Tie
31062,0,0,0,0,0,0,Tie
31063,0,0,0,0,0,0,Tie
32001,9,0,0,0,0,9,gen25zm
32002,50,22,2,1,0,75,gen25zm
32003,397,154,11,2,1,565,gen25zm
32004,289,53,15,0,0,357,gen25zm
32005,416,141,14,1,3,575,gen25zm
32006,25,2,1,0,0,28,gen25zm
32007,331,197,19,4,1,552,gen25zm
32008,328,165,27,2,1,523,gen25zm
32009,306,110,23,1,1,441,gen25zm
32010,223,65,4,1,1,294,gen25zm
32011,20,14,0,1,0,35,gen25zm
32012,229,104,14,2,1,350,gen25zm
32013,5,6,0,0,0,11,gen25ac
32014,49,7,0,0,1,57,gen25zm
32015,213,165,27,1,1,407,gen25zm
32016,60,31,1,1,0,93,gen25zm
32017,252,117,21,3,1,394,gen25zm
32018,63,53,8,1,1,126,gen25zm
32019,244,128,10,1,1,384,gen25zm
32020,179,126,11,5,3,324,gen25zm
32021,243,136,11,1,2,393,gen25zm
32022,273,212,17,7,5,514,gen25zm
32023,210,149,11,3,2,375,gen25zm
32024,186,145,10,0,0,341,gen25zm
32025,210,133,7,2,0,352,gen25zm
32026,240,192,15,3,3,453,gen25zm
32027,254,167,25,2,2,450,gen25zm
32028,198,142,11,3,3,357,gen25zm
32029,138,85,11,1,3,238,gen25zm
32030,187,127,3,3,3,323,gen25zm
32031,171,128,10,1,0,310,gen25zm
32032,215,193,14,2,2,426,gen25zm
32033,68,50,0,5,2,125,gen25zm
32034,274,200,11,3,4,492,gen25zm
32035,132,64,4,2,1,203,gen25zm
32036,161,109,9,3,2,284,gen25zm
32037,322,205,14,4,7,552,gen25zm
32038,307,157,14,3,2,483,gen25zm
32039,214,148,10,4,1,377,gen25zm
32040,209,129,9,3,2,352,gen25zm
32041,109,104,7,4,4,228,gen25zm
32042,250,110,8,2,2,372,gen25zm
32043,330,145,18,1,2,496,gen25zm
32044,144,90,6,2,2,244,gen25zm
32045,214,83,4,2,2,305,gen25zm
32046,187,149,11,2,1,350,gen25zm
32047,180,157,6,0,1,344,gen25zm
32048,264,190,10,1,0,465,gen25zm
32049,152,135,4,2,1,294,gen25zm
32050,296,220,6,1,4,527,gen25zm
32051,255,221,6,6,2,490,gen25zm
32052,190,126,10,1,0,327,gen25zm
32053,322,286,10,11,4,633,gen25zm
32054,279,298,17,7,5,606,gen25ac
32055,174,166,8,3,2,353,gen25zm
32056,161,184,9,3,3,360,gen25ac
32057,160,192,12,3,1,368,gen25ac
32058,161,165,7,2,3,338,gen25ac
32059,190,175,6,2,2,375,gen25zm
32060,224,188,7,2,2,423,gen25zm
32061,186,204,14,3,2,409,gen25ac
32062,177,112,7,2,1,299,gen25zm
32063,157,128,2,2,1,290,gen25zm
32064,178,136,6,2,1,323,gen25zm
32065,222,145,10,3,1,381,gen25zm
32066,70,38,1,0,0,109,gen25zm
32067,207,129,9,3,1,349,gen25zm
32068,0,0,0,0,0,0,Tie
33001,329,321,103,3,4,760,gen25zm
33002,365,323,120,2,4,814,gen25zm
33003,422,241,100,3,6,772,gen25zm
33004,262,312,92,0,5,671,gen25ac
33005,313,253,63,1,3,633,gen25zm
33006,364,356,120,7,7,854,gen25zm
33007,258,227,99,4,4,592,gen25zm
33008,382,275,101,3,1,762,gen25zm
33009,382,202,78,1,5,668,gen25zm
33010,230,127,59,0,3,419,gen25zm
33011,220,135,37,1,1,394,gen25zm
33012,246,180,50,2,7,485,gen25zm
33013,50,18,9,0,0,77,gen25zm
33014,213,141,24,2,2,382,gen25zm
33015,240,118,18,0,1,377,gen25zm
33016,364,180,41,1,4,590,gen25zm
33017,414,248,49,3,2,716,gen25zm
33018,280,157,26,1,1,465,gen25zm
33019,285,130,23,0,0,438,gen25zm
33020,362,169,42,2,1,576,gen25zm
33021,432,204,48,0,7,691,gen25zm
33022,162,93,8,1,1,265,gen25zm
33023,397,231,27,1,3,659,gen25zm
33024,51,49,11,0,0,111,gen25zm
33025,208,93,14,0,0,315,gen25zm
33026,36,30,11,1,2,80,gen25zm
33027,264,196,21,0,2,483,gen25zm
33028,131,61,10,3,3,208,gen25zm
33029,317,202,24,5,2,550,gen25zm
33030,305,191,22,4,1,523,gen25zm
